Công ty,Hình ảnh logo,Giới thiệu công ty,Quy mô công ty,Quốc Gia,Website công ty,Tagline,Lĩnh vực công ty,Địa chỉ công ty
ECQ,https://assets.topdev.vn/images/2024/05/22/TopDev-ECQ-LOGO_NEW---Truong-Hon-My-1716366669.png,"ECQ is a network security company offering offensive security services and solutions focused on active offensive and defensive positioning. Since its establishment, ECQ provides superior consultancy services to clients in many different industries, including financial sector, infrastructure, service providers and government agencies.  ECQ is highly trusted by many enterprises internationally to provide in-depth security assessment, highly resilient security designs, and innovative security technologies. With its current presence in the Singapore, Thailand, Vietnam, and USA, ECQ aims to continuously deliver high quality security services to many diverse customers around the globe.",25-99,Vietnam,https://www.e-cq.net/company.html,Offensive is deffensive,Dịch vụ doanh nghiệp,"Quận Bình Thạnh, Hồ Chí Minh"
CÔNG TY TNHH CYLLENGE VIỆT NAM,https://assets.topdev.vn/images/2024/04/04/TopDev-Anh-chup-man-hinh-2024-04-04-134925-1712213484.png,"CYLLENGE VIỆT NAM is a 100% foreign-invested subsidiary of CYLLENGE Corporation in Japan , based in Tan Binh district, Ho Chi Minh city, Vietnam. “ CYLLENGE ” is IT Service Vender securing communication between Companies. Established since January 5th 1968, with our know-how which has been fostered for fifty years as of foundation of our company, we plan, develop, offer and maintain our products which makes it secure to communicate with other in business. https://www.cyllenge.co.jp/ What we think 🔰 Secure communication means giving customers security. 🔰 Protecting customer's information means protecting customer's trust. 🔰 We believe that security and trust will lead to customer satisfaction. Awards : 🏆 ASP/SaaS Cloud Award 2014 - ASPIC President's Special Award 🏆 ASPIC Cloud/IoT Award 2016 - Grand Prize in the support business category 🏆 ASPIC IoT/AI/Cloud Award 2019 - Grand Prize in the support business category Main business partners/clients (by alphabet): Canon IT Solutions Inc. Fuji Xerox Co., Ltd. Hitachi Systems, Ltd. IBM Japan, Ltd. Mitsubishi Electric Information Network Corporation SoftBank Commerce & Service Corp And over 500 companies and organizations all over Japan.",25-99,Japan,https://www.cyllenge.co.jp/,Create Next Secure Communication,"Product, Software, Information Technology, Security","Quận Tân Bình, Hồ Chí Minh"
CÔNG TY CỔ PHẦN CẢNG  MIPEC,https://assets.topdev.vn/images/2023/12/04/TopDev-Logo---Trang-Nguyen-Thi-Quynh-1701660272.jpg,"Công ty cổ phần cảng MIPEC (tên giao dịch MPC PORT) là đơn vị khai thác Cảng MPC – được Cục Hàng hải Việt nam ra Quyết định xây dựng và thành lập vào tháng 5 năm 2020. Bến cảng MPC Port là bến cảng chuyên dụng cho tàu chở hàng container, có thể tiếp nhận các tàu có trọng tải lớn đến 40.000 DWT giảm tải với chiều dài đến 225 mét ra vào thường xuyên, liên tục và an toàn.",100-499,,http://www.mpcport.com/,,Logistics,"Quận Hải An, Hải Phòng"
SHAREWORK SOFTWARE TECHNOLOGY CO.LTD,https://assets.topdev.vn/images/2023/12/15/TopDev-LOGO_SHAREWORKxanhpng-02-%28002%29---Khanh-Ha-Tran-Nguyen-1702627483.png,"SHAREWORK is a rapidly expanding and highly dependable software development with over 200 successful projects in 15 countries in various business fields such as Manufacturing,Logistics,Automotive,Healthcare, Finance,Real Estate and Education. The company provides a wide range of services: Embedded System; Software Development; Software Testing; DevOps; Software Maintenance and BPO services. With more than 18 years of experience in the information technology (IT) industry, our accomplished leadership team offers IT and BPO services, digital transformation solutions, and exceptional IT talent with world-class standards to large corporations across the United States, Germany, Japan, and other European nation.",100-499,Vietnam,https://www.upsharework.com/vi,"Technology should create job opportunities to improve people’s lives,  no matter where they are, as long as they have the internet and computer.","IT Consultant, Software, Dịch vụ IT, Sản phẩm dịch vụ, Công nghệ thông tin","Quận Tân Bình, Hồ Chí Minh"
SALESCORE,https://assets.topdev.vn/images/2023/12/07/TopDev--1701924120.PNG,"We are SALESCORE (www.salescore.me), a leading global enterprise specializing in distribution solutions, leverages cutting-edge technology as the world's premier Integrated Distribution System (IDS) provider. Our innovative system-based collaborations span across global sales, supply chain, production, and the dynamic landscape of web 3.0, thereby significantly enhancing companies' sales and return on investment (ROI). We sell the products and services of the business to 110,000 buyers and sellers in 5 countries through B2B, B2C, C2C, and WEB3.0 channels. We provide marketing support for VMC services and PG token WEB3.0 on a country-by-country basis. Our offerings include supplying products at the best prices through direct transactions with luxury goods, brands, factories, NFT manufacturers, and brands. We customize products according to customer needs, including shopping, collaboration in sales, manufacturing, and dropshipping. We build infrastructure to increase sales volume and ROI for businesses and individuals. This global infrastructure encompasses IT, customs clearance, import/export, and logistics.",100-499,South-Korea,https://www.salescore.me/,SalesCore - NO.1  leading global enterprise specializing in distribution solutions,E-commerce Platforms,"Quận Bình Thạnh, Hồ Chí Minh"
HOPEE,https://assets.topdev.vn/images/2022/06/14/TopDev-z29014312455472ed0f0ce158edd1a91d9f91e0609f608-HopeeHR-1655170673.jpg,"HOPEE is a professional ‘offshore’ software development organization. To thrive on delivering challenging projects for a wide variety of customers, we use the latest technologies to develop software for business intelligence, ERP, relationship networks, GIS, risk management systems and application for mobile devices. Our vision and mission are not only to open, strengthen our business market in IT Software field but also to provide you a chance for your career path, to enrich your professional knowledge and commitment to build a friendly, energetic and enthusiastic working environment.",25-99,Vietnam,https://hopee.com.vn/,Hopee - Your Future Our Future,Phần Mềm,"Quận 12, Hồ Chí Minh - Thành phố Huế, Thừa Thiên Huế"
CÔNG TY CỔ PHẦN CÔNG NGHỆ GROWX,https://assets.topdev.vn/images/2024/05/14/TopDev-growx-logo---Chi-Nguyen-1715673444.jpg,,100-499,Vietnam,https://tepaylink.net.vn/,,Giải trí/ Game,"Quận Thanh Xuân, Hà Nội - Thành phố Thủ Đức, Hồ Chí Minh"
Công Ty Cổ Phần Giải Pháp Và Công Nghệ Vietnix,https://assets.topdev.vn/images/2021/05/21/logovietnixcareer-01-NguynNhtTn-d12BV.png,"Công ty Cổ phần giải pháp và Công nghệ Vietnix Thành lập từ năm 2012, Vietnix đã trải qua gần 10 năm xây dựng và phát triển trong lĩnh vực Hosting. Vietnix là dịch vụ máy chủ đầu tiên tại Việt Nam tập trung phát triển công nghệ chống DDoS chuyên nghiệp. Vietnix là công ty tin học trẻ chuyên nghiệp trong lĩnh vực hệ thống máy chủ, cho thuê hosting, máy chủ ảo (VPS), máy chủ vật lý, dịch vụ quản trị máy chủ, dịch vụ bảo mật máy chủ. Với đội ngũ kỹ sư lành nghề và tận tâm, Vietnix luôn cam kết mang lại dịch vụ ổn định và chất lượng nhất cho khách hàng. Uy tín - Chất lượng - Hiệu quả Cho đến thời điểm hiện tại, đã có hơn 50.000 khách hàng tin tưởng sử dụng dịch vụ của Vietnix, trong đó có các khách hàng lớn như GTV, Vietnamworks, UB Group... Với đội ngũ hơn 60 nhân sự chuyên nghiệp luôn sẵn sàng phục vụ, Vietnix cam kết đem đến cho khách hàng và đối tác sự hài lòng nhất. DỊCH VỤ CỦA VIETNIX CÓ GÌ TỐT? 1. HẠ TẦNG MẠNH MẼ Cơ sở hạ tầng vững mạnh Hệ thống ổn định được thiết kế dự phòng nhiều lớp, phần cứng được lựa chọn tối ưu. Tính năng giám sát và cảnh báo toàn diện giúp hỗ trợ khách hàng trong mọi tình huống. 2. ĐỘI NGŨ KỸ THUẬT CAO Kinh nghiệm & tận tâm Đội ngũ kỹ thuật có trình độ chuyên môn cao và kinh nghiệm dày dặn luôn sẵn sàng hỗ trợ, giải đáp các thắc mắc giúp mang đến cho khách hàng trải nghiệm dịch vụ tốt nhất. 3. TỰ CHỦ CÔNG NGHỆ Firewall chống tấn công DDoS Công nghệ Firewall Anti DDoS được Vietnix phát triển từ năm 2012 với nhiều tính năng vượt trội: Phát hiện và ngăn chặn tấn công tự động, tùy biến rule linh hoạt theo từng ứng dụng, tối ưu hóa chống lại các cuộc tấn công ở thị trường Việt Nam. 4. KÊNH HỖ TRỢ 24/7 Phản hồi nhanh chóng Đội ngũ hỗ trợ và hệ thống giám sát hoạt động 24/7 giúp phát hiện nhanh các sự cố, phản hồi nhanh chóng, đảm bảo dịch vụ của khách hàng vận hành xuyên suốt và ổn định. 5. CHÍNH SÁCH RÕ RÀNG Thông tin chi tiết minh bạch Tất cả các thông tin liên quan đến điều khoản và chính sách của Vietnix có nội dung thể hiện đầy đủ, chi tiết và được công khai trên trang chủ giúp cho khách hàng có được sự an tâm tuyệt đối. 6. NHIỀU CHƯƠNG TRÌNH ƯU ĐÃI Tiết kiệm chi phí Vietnix thường xuyên có nhiều chương trình ưu đãi hấp dẫn nhằm tri ân khách hàng cũ cũng như giúp khách hàng mới có cơ hội trải nghiệm dịch vụ chất lượng cao với mức giá tốt nhất.",25-99,Vietnam,https://vietnix.vn,Dịch vụ Hosting - VPS tốc độ cao,Dịch vụ IT,"Quận Tân Bình, Hồ Chí Minh"
SmartSign,https://assets.topdev.vn/images/2020/11/09/ch-ky-s-vina-vinaca-logo.png,"Công Ty Cổ Phần Chữ Ký Số Vi Na là một trong 10 đơn vị cung cấp dịch vụ chứng thư số công cộng được Bộ TT&TT cấp giấy phép.  Được thành lập từ năm 2009, Công Ty Cổ Phần Chữ Ký Số Vi Na  đã cung cấp dịch vụ cho hơn 200.000 doanh nghiệp và cá nhân. Chúng tôi hướng đến cung cấp dịch vụ tốt nhất và nhanh nhất, hỗ trợ nhiệt tình nhất và luôn giữ cam kết. Mục tiêu: Cung cấp dịch vụ chứng thư số công cộng và các giải pháp ứng dụng chữ ký số. Đảm bảo cơ sở hạ tầng và các giải pháp ứng dụng tốt nhất. Phát triển các giải pháp ứng dụng chữ ký số một cách toàn diện và lâu dài. Tạo dựng, giữ vững uy tín, thương hiệu bằng sự cam kết và trung thực. Chữ ký số Smartsign và hóa đơn điện tử Vi Na đang được Tổng cục Thuế, Tổng cục Hải Quan, Bảo hiểm xã hội, Bộ Công Thương, các Doanh nghiệp,… sử dụng trong các giao dịch điện tử và dịch vụ công trực tuyến trong cả nước.",25-99,Vietnam,https://www.smartsign.com.vn/,SmartSign - Trust your creation,Phần Mềm,"Quận 1, Hồ Chí Minh"
THL ONE,https://assets.topdev.vn/images/2021/06/10/dd3a045beeba86b3a669486c35044b0d-ar10D.png,"As a leading enterprise in the information technology software development outsourcing in Vietnam and Korea in the last decade. THL One has always been a frontier in providing practical solutions with high applicability, all of which are optimized based on the specific needs of particular business models, industries, and markets to help solve problems in the daily operation management process.",25-99,Vietnam,https://www.thlone.vn/,"ONE GROWTH, ONE FUTURE","Phần Mềm, Outsourcing, Dịch vụ IT, Gia công phần mềm","Thành phố Thủ Đức, Hồ Chí Minh"
CÔNG TY TNHH CHASQUI VIỆT NAM,https://assets.topdev.vn/images/2023/12/20/TopDev-MicrosoftTeams-image-%2821%29---HaPhuong-Tran-1703062027.png,"Công ty TNHH CHASQUI VIỆT NAM– Cung cấp Giải pháp đột phá và sản phẩm phần mềm CHASQUI VIỆT NAM được thành lập vào tháng 5 năm 2020 với 100% vốn đầu tư từ Nhật Bản. Sứ mệnh hàng đầu của chúng tôi là cung cấp các sản phẩm phần mềm và giải pháp phần mềm độc đáo cho khách hàng, đặc biệt là khách hàng tại Nhật Bản, và đang mở rộng sự hiện diện của mình tới các thị trường Singapore, Âu, Mỹ và nhiều nơi khác trên thế giới. Đội ngũ nhân sự chủ chốt của CHASQUI VIỆT NAM sở hữu kinh nghiệm phong phú trong lĩnh vực phát triển phần mềm và giải pháp công nghệ thông tin. Với một môi trường làm việc chuyên nghiệp và hoà đồng, chúng tôi mong muốn xây dựng một đội ngũ nhân viên đam mê và tài năng, sẵn sàng đối mặt với những thách thức mới và tìm kiếm các cách tiếp cận sáng tạo để giúp khách hàng thành công. Tại CHASQUI VIỆT NAM, mỗi thành viên được coi là một tài sản vô giá và được trao cơ hội để trưởng thành và tỏa sáng. Chúng tôi tin rằng, thông qua niềm tin, sự đồng lòng và sự đổi mới sáng tạo, tất cả các thành viên của CHASQUI VIỆT NAM sẽ tiếp tục phát triển và trưởng thành hơn về cả mặt trí tuệ, tình cảm và thu nhập. CHASQUI VIỆT NAM mong muốn tìm kiếm những đồng đội cốt cán, những người sẵn lòng nỗ lực phát triển và hành động cùng nhau. Chúng tôi đề cao sự đổi mới và cam kết xây dựng sự nghiệp không chỉ vì bản thân mình, gia đình mình, mà còn vì những người khách hàng luôn đặt niềm tin vào CHASQUI VIỆT NAM Với sự kết hợp giữa đội ngũ nhân sự chất lượng cao, môi trường làm việc chuyên nghiệp và sứ mệnh phục vụ khách hàng đầy tham vọng, CHASQUI VIỆT NAM sẽ tiếp tục mang đến những sản phẩm và giải pháp phần mềm đột phá, xứng đáng với niềm tin và sự lựa chọn của khách hàng.",Less than 10,"Japan, Vietnam",https://chasquivn.com/,Creating Value Together,"IT Consultant, Software, Information Technology, Outsourcing, Dịch vụ IT, Gia công phần mềm, Triển Khai Phần Mềm, Sản phẩm dịch vụ, Công nghệ thông tin","Quận Nam Từ Liêm, Hà Nội"
